OTU	Size	Taxonomy	taxname	phylum	family
Otu4170	2	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);	Otu4170_Mollicutes_unclassified	Tenericutes	Mollicutes_unclassified
Otu4171	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4171_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4172	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(100);Bacteroidales_unclassified(100);	Otu4172_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu4173	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4173_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4174	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4174_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4175	2	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);	Otu4175_Mollicutes_unclassified	Tenericutes	Mollicutes_unclassified
Otu4176	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4176_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4177	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(100);Bacteroidales_unclassified(100);	Otu4177_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu4178	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4178_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4179	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridia_unclassified(100);Clostridia_unclassified(100);Clostridia_unclassified(100);	Otu4179_Clostridia_unclassified	Firmicutes	Clostridia_unclassified
Otu4180	2	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);	Otu4180_Alphaproteobacteria_unclassified	Proteobacteria	Alphaproteobacteria_unclassified
Otu4181	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4181_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4182	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Fusicatenibacter(100);	Otu4182_Fusicatenibacter	Firmicutes	Fusicatenibacter
Otu4183	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_FCS020_group(100);	Otu4183_Lachnospiraceae_FCS020_group	Firmicutes	Lachnospiraceae_FCS020_group
Otu4184	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4184_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4185	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4185_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4186	2	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu4186_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu4187	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4187_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4188	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4188_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4189	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4189_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4190	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4190_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4191	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillospira(100);	Otu4191_Oscillospira	Firmicutes	Oscillospira
Otu4192	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4192_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4193	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4193_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4194	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4194_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4195	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Butyrivibrio(100);	Otu4195_Butyrivibrio	Firmicutes	Butyrivibrio
Otu4196	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4196_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4197	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu4197_uncultured	Firmicutes	uncultured
Otu4198	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4198_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4199	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4199_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4200	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4200_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4201	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4201_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4202	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4202_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4203	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(100);Bacteroidales_unclassified(100);	Otu4203_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu4204	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4204_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4205	2	Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);	Otu4205_Actinobacteria_unclassified	Actinobacteria	Actinobacteria_unclassified
Otu4206	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4206_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4207	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);	Otu4207_Porphyromonadaceae_unclassified	Bacteroidetes	Porphyromonadaceae_unclassified
Otu4208	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4208_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4209	2	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Coprobacillus(100);	Otu4209_Coprobacillus	Firmicutes	Coprobacillus
Otu4210	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4210_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4211	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu4211_Alistipes	Bacteroidetes	Alistipes
Otu4212	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4212_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4213	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4213_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4214	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4214_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4215	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4215_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4216	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4216_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4217	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4217_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4218	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4218_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4219	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4219_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4220	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4220_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4221	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4221_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4222	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4222_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4223	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4223_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4224	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4224_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4225	2	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);	Otu4225_Mollicutes_unclassified	Tenericutes	Mollicutes_unclassified
Otu4226	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu4226_uncultured	Firmicutes	uncultured
Otu4227	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4227_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4228	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Butyrivibrio(100);	Otu4228_Butyrivibrio	Firmicutes	Butyrivibrio
Otu4229	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4229_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4230	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(100);Bacteroidales_unclassified(100);	Otu4230_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu4231	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4231_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4232	2	Bacteria(100);Tenericutes(100);Mollicutes(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);Mollicutes_unclassified(100);	Otu4232_Mollicutes_unclassified	Tenericutes	Mollicutes_unclassified
Otu4233	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu4233_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu4234	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4234_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4235	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4235_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4236	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4236_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4237	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4237_Lactobacillus	Firmicutes	Lactobacillus
Otu4238	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillales_unclassified(100);Lactobacillales_unclassified(100);	Otu4238_Lactobacillales_unclassified	Firmicutes	Lactobacillales_unclassified
Otu4239	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4239_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4240	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4240_Lactobacillus	Firmicutes	Lactobacillus
Otu4241	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4241_Lactobacillus	Firmicutes	Lactobacillus
Otu4242	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu4242_Alistipes	Bacteroidetes	Alistipes
Otu4243	2	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu4243_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu4244	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4244_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4245	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4245_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4246	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4246_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4247	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4247_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4248	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4248_Lactobacillus	Firmicutes	Lactobacillus
Otu4249	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4249_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4250	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4250_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4251	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillales_unclassified(100);Lactobacillales_unclassified(100);	Otu4251_Lactobacillales_unclassified	Firmicutes	Lactobacillales_unclassified
Otu4252	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Pediococcus(100);	Otu4252_Pediococcus	Firmicutes	Pediococcus
Otu4253	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4253_Lactobacillus	Firmicutes	Lactobacillus
Otu4254	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu4254_Bacteroides	Bacteroidetes	Bacteroides
Otu4255	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4255_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4256	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4256_Lactobacillus	Firmicutes	Lactobacillus
Otu4257	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu4257_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu4258	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu4258_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu4259	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4259_Lactobacillus	Firmicutes	Lactobacillus
Otu4260	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4260_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4261	2	Bacteria(100);Firmicutes(100);Bacilli(100);Bacilli_unclassified(100);Bacilli_unclassified(100);Bacilli_unclassified(100);	Otu4261_Bacilli_unclassified	Firmicutes	Bacilli_unclassified
Otu4262	2	Bacteria(100);Firmicutes(100);Bacilli(100);Bacilli_unclassified(100);Bacilli_unclassified(100);Bacilli_unclassified(100);	Otu4262_Bacilli_unclassified	Firmicutes	Bacilli_unclassified
Otu4263	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu4263_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu4264	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu4264_Lactobacillus	Firmicutes	Lactobacillus
